OBJECTID,OBJECTID,tract,ACS2019TotalPop,CIscore,CIscoreP,CIdecile,CIvigintile,ozone,ozoneP,pm,pmP,diesel,dieselP,pest,pestP,RSEIhaz,RSEIhazP,traffic,trafficP,drink,drinkP,lead,leadP,cleanups,cleanupsP,gwthreats,gwthreatsP,haz,hazP,iwb,iwbP,swis,swisP,Pollution,PollutionScore,PollutionP,asthma,asthmaP,lbw,lbwP,cvd,cvdP,edu,eduP,ling,lingP,pov,povP,unemp,unempP,housingB,housingBP,PopChar,PopCharScore,PopCharP,Children_under10,Children_under10.pct,Pop.10_64.years,Pop.10_64.years.pct,Elderly_65over,Elderly_65over.pct,Hispanic,Hispanic.pct,White,White.pct,African.American,African.American.pct,Native.American,Native.American.pct,Asian.American,Asian.American.pct,Other.Multiple,Other.Multiple.pct,Shape__Area,Shape__Length,Tract (Text)
3306,,6081608200,3833,14.3924454228873,24.0292486132123,3,5,0.03190818,6.38456751711263,8.593889826,25.7498444306161,0.199641866,61.9912881144991,0,0,297.0823263,41.5978994748687,1596.497502,80.0375,327.161856,31.0353440739353,25.1306309,17.9962192816635,3.5,33.8745800671892,0,0,0.175,30.1654533421575,9,77.2994540109198,0.2,9.66781214203895,32.1332085452116,3.92345838077217,22.2153080273802,19.18,8.12562313060818,7.95,96.2022068257634,9.38,24.4391824526421,5.3,22.7663882561377,7.4,50.5210447963188,10,10.1381909547739,5,44.3519000520562,9.3,11.2420785804816,35.3631289988124,3.66830587356828,27.8113968734241,302,7.88,2797,72.97,734,19.15,426,11.11,1628,42.47,34,0.89,0,0,1535,40.05,210,5.48,1050012.70907879,4812.74400843782,6081608200
3307,,6081608100,3775,8.46531416723573,9.56883509833585,1,2,0.03190818,6.38456751711263,8.593889826,25.7498444306161,0.267422062,72.7193528313628,0,0,289.1376648,41.1602900725181,723.3069637,38.1625,327.161856,31.0353440739353,30.02467339,24.0201638311279,4.4,38.8017917133259,0,0,0.275,46.3534083388484,9,77.2994540109198,0.2,9.66781214203895,31.4108363100649,3.83525687434508,20.7218419415059,19.18,8.12562313060818,2.92,8.28842699512446,9.38,24.4391824526421,6,25.8921791951405,9.8,61.0908106645013,5.3,1.88442211055276,4,30.8823529411765,12.3,24.9429657794677,21.2781451654796,2.20723525035889,9.20322743318205,582,15.42,2515,66.62,678,17.96,176,4.66,1440,38.15,176,4.66,21,0.56,1791,47.44,171,4.53,779593.087594032,3612.92993892571,6081608100
3308,,6081608023,2598,13.3859837365842,21.4069591527988,3,5,0.03190818,6.38456751711263,8.5696796,24.8786558805227,0.130013148,45.8369632856254,0,0,254.5943298,38.6971742935734,853.6456338,48.075,327.0006735,30.8105407768203,26.38805241,19.5463137996219,2.25,27.491601343785,23.7,73.0200896563175,0,0,11,86.9592608147837,1.2,37.5715922107675,32.8552708978166,4.01162205060246,23.758556316117,19.18,8.12562313060818,6.36,81.5114190402874,9.38,24.4391824526421,6.1,26.4236902050114,11.7,67.7222898903776,6.8,4.02010050251256,3.1,18.3107756376887,10.3,15.0697084917617,32.1673605766581,3.33680081715921,23.0963187090267,281,10.82,1742,67.05,575,22.13,195,7.51,869,33.45,57,2.19,2,0.08,1388,53.43,87,3.35,921942.468943596,6976.05622948525,6081608023
3309,,6081608013,4011,7.00769113711257,6.79525970751387,1,2,0.03190818,6.38456751711263,8.5696796,24.8786558805227,0.093899301,35.196017423771,0,0,258.207662,38.9472368092023,1483.080236,77.775,327.161856,31.0353440739353,10.83839718,4.27221172022684,4.5,40.836132885405,6.75,36.808899219658,0,0,10,82.9693406131877,3.5,66.6895761741122,33.3610160448884,4.07337343260411,25.1524579962663,18.27,6.85443668993021,3.93,24.9935848088273,8.7,18.6191425722832,2.8,9.73171349025563,7.1,49.0864799025579,5.9,2.60050251256281,2.3,8.69338885996877,9.4,11.6223067173638,16.584633160111,1.72036550369323,4.82854261220373,568,14.16,2927,72.97,516,12.86,258,6.43,1636,40.79,109,2.72,0,0,1909,47.59,99,2.47,1438201.8835907,9067.70677922221,6081608013
3310,,6081608004,8738,16.7311950446555,29.7150781643974,3,6,0.03304924,7.51711263223398,8.593889826,25.7498444306161,0.19658795,61.4312383322962,0,0,272.5130005,39.8724681170293,1221.678967,69.4625,327.161856,31.0353440739353,28.84711125,22.6212980466289,5.75,44.4382232176185,26.1,76.0252365930599,1.47,90.0330906684315,10,82.9693406131877,0.5,22.0847651775487,42.5108608873847,5.19056767044521,50.0186683260734,19.18,8.12562313060818,6.26,79.7921478060046,9.38,24.4391824526421,3.3,12.5537838521893,9.6,60.1705237515225,10.2,10.71608040201,2.2,7.7693909422176,13.8,32.2686945500634,31.0740062480094,3.22338443633476,21.5456379223399,1285,14.71,6217,71.15,1236,14.15,977,11.18,2817,32.24,100,1.14,0,0,4435,50.76,409,4.68,4021942.90815639,13752.5480149509,6081608004
3311,,6081600800,7804,34.3294742281054,66.4019162884518,7,14,0.03419029,10.5662725575607,8.410449821,20.4355942750467,0.199270181,61.9415059116366,0.065609364,22.6896551724138,212.1823324,35.5963990997749,1905.999781,85.5875,309.3620515,25.6400649431747,50.78512733,52.6402016383113,0,0,23.5,72.9370745475677,0.45,65.9166115155526,2,23.8765224695506,0,0,37.1067800353379,4.53073047181934,34.6484131922838,56.1,64.1824526420738,7.71,95.1886066204773,14.12,61.0792622133599,7.8,33.4851936218679,17.9,83.1100284206253,33.9,60.0125628140703,11.2,90.3305570015617,35,96.0836501901141,73.0439194508091,7.57702857003547,84.0645486636409,680,8.71,6636,85.03,488,6.25,1703,21.82,892,11.43,690,8.84,0,0,4126,52.87,393,5.04,570470.559160709,5008.17666651263,6081600800
3312,,6081600700,7466,27.3630863541436,53.6938981341402,6,11,0.03419029,10.5662725575607,8.541729257,23.8954573739888,0.408399121,85.2893590541381,0.109741669,26.4827586206897,212.557663,35.6339084771193,1755.557849,83,524.2182139,62.6077182465343,68.76177588,77.4543163201008,0,0,14.5,56.9483646023576,0.2,35.6187954996691,0,0,0,0,39.9152932276461,4.87364937474703,42.5886745488488,51.73,58.6739780658026,5.76,70.1565306646138,11.03,38.110667996012,17.8,61.0984560870666,18.6,84.5445933143862,18.9,31.7336683417085,4.7,40.6038521603332,16.2,45.0316856780735,54.1247550125615,5.6144962942813,56.290973272819,570,7.63,5642,75.57,1254,16.8,2289,30.66,660,8.84,266,3.56,17,0.23,4108,55.02,126,1.69,810146.228692055,5357.21146604373,6081600700
3313,,6081600600,5637,35.7917032946197,68.8477054967221,7,14,0.03419029,10.5662725575607,8.56967894,24.8537647790915,0.332637283,79.5892968263846,0.163585059,29.5172413793103,204.4053345,35.1337834458615,1921.94385,85.7625,309.3620515,25.6400649431747,78.56481872,88.0403276622558,5,42.6091825307951,17.5,64.2204881288394,0.16,28.2991396426208,0,0,0,0,40.6005249862869,4.95731603636994,44.5550715619166,60.49,69.5912263210369,8.14,97.036181678214,12.97,53.6141575274178,15.4,56.1629967096937,20.9,87.6979293544458,26.6,47.751256281407,7.1,68.4018740239459,21.5,68.93536121673,69.6018693464003,7.21997609836242,79.5637922339889,437,7.75,4341,77.01,859,15.24,2574,45.66,231,4.1,93,1.65,0,0,2586,45.88,153,2.71,770365.204020977,3920.82603816708,6081600600
3314,,6081600200,4279,33.5828349917911,65.1285930408472,7,14,0.03190818,6.38456751711263,8.622668816,27.0566272557561,0.225322282,66.372121966397,0.000445949,3.27586206896552,279.9890035,40.4976244061015,508.7469209,21.5625,439.2308276,51.4549768952167,64.27035908,71.9218651543793,59.5,97.2751026502426,10.5,48.4808235098788,1.11,86.6048974189279,9,77.2994540109198,1.25,38.991981672394,47.2873293894849,5.77377352580484,62.9993777224642,48.3,53.9257228315055,4.73,44.7652040030793,10.08,30.5333998005982,22.2,68.552265249304,21.4,88.3475436459602,24.4,43.3291457286432,7.2,69.1306611140031,23.6,75.9822560202788,56.0715749483494,5.81644479848381,59.6949067070096,402,9.39,3178,74.27,699,16.34,1177,27.51,133,3.11,105,2.45,0,0,2724,63.66,140,3.27,1156880.49192238,5564.79227188865,6081600200
3315,,6081605500,5469,11.3846235794818,16.338880484115,2,4,0.03419029,10.5662725575607,8.426708967,20.9209707529558,0.235943461,68.1767268201618,0,0,191.2433319,33.8084521130283,804.4364407,44.6125,446.4969366,53.6655426501811,50.99139943,52.8796471329553,7,50.3172825681224,46,88.809563340528,0.395,60.2250165453342,9,77.2994540109198,0.2,9.66781214203895,42.8071179093665,5.22674059398385,51.0640945861854,21.53,11.0294117647059,3.42,14.8960739030023,6.85,7.01645064805583,1,1.7717033662364,6.4,45.3782649884964,19.4,33.0025125628141,3.7,26.8610098906819,16.8,48.0608365019011,20.997755450307,2.17814972347889,8.92586989409985,489,8.94,4275,78.17,705,12.89,1051,19.22,2881,52.68,93,1.7,0,0,1268,23.19,176,3.22,1099817.60370445,4803.8821251691,6081605500
3316,,6081608002,3640,11.3068555188594,16.1749873928391,2,4,0.03190818,6.38456751711263,8.593889826,25.7498444306161,0.052692796,19.1661481020535,0,0,268.4929962,39.6724181045261,725.0656916,38.2625,327.161856,31.0353440739353,26.7042665,19.9873976055451,9,58.1746920492721,21,69.583264154076,0.07,9.55658504301787,9,77.2994540109198,0.5,22.0847651775487,30.8014356818047,3.76084917867935,19.5644057249533,19.18,8.12562313060818,6.85,88.4013343597639,9.38,24.4391824526421,2.5,8.41559098962288,3.3,26.4041142238463,6.9,4.17085427135678,4.4,36.4393545028631,9.7,12.7883396704689,28.9828486896515,3.00646342931249,18.5199193141704,433,11.9,2379,65.36,828,22.75,260,7.14,1561,42.88,97,2.66,19,0.52,1492,40.99,211,5.8,1153934.53426838,4901.59110920315,6081608002
3317,,6081608001,3818,9.54902866183459,11.8255168935956,2,3,0.03190818,6.38456751711263,8.593889826,25.7498444306161,0.043969102,15.7311761045426,0,0,278.7480011,40.3600900225056,728.4463338,38.525,327.161856,31.0353440739353,28.33448746,21.9029615626969,9,58.1746920492721,2.1,14.5110410094637,0,0,9,77.2994540109198,0.2,9.66781214203895,25.6176152567304,3.12790573443664,9.57062850031114,19.18,8.12562313060818,4.79,46.4973056197075,9.38,24.4391824526421,3.2,12.0222728423184,16.2,79.7807551766139,14.3,20.3768844221106,1.4,2.73295158771473,16.7,47.617237008872,29.4300286375892,3.05285052445944,19.2133131618759,495,12.96,2759,72.26,564,14.77,251,6.57,1576,41.28,71,1.86,11,0.29,1729,45.28,180,4.71,612895.471962929,3180.29329051065,6081608001
3318,,6081611100,6453,3.18032602382146,0.794251134644478,1,1,0.03304924,7.51711263223398,8.092284255,14.6857498444306,0.031539821,11.1387678904792,0,0,126.1449992,26.4566141535384,302.4434555,8.375,465.9125489,55.9385537654552,51.35103565,53.3207309388784,0,0,1.5,10.6425369417234,0.11,19.2455327597617,0,0,0,0,16.7785820821837,2.04866153951585,1.15743621655258,31.16,27.1186440677966,4.11,29.1506286887349,6.54,5.60817547357926,2.8,9.73171349025563,0.9,5.64352415753147,3.3,0.351758793969849,2.3,8.69338885996877,11.8,22.1039290240811,14.9653394709325,1.55239211674421,3.74432677760968,673,10.43,4532,70.23,1248,19.34,546,8.46,4763,73.81,4,0.06,101,1.57,860,13.33,179,2.77,3329624.28497601,10556.7891626469,6081611100
3319,,6081612000,7091,41.2189162771952,76.9667170953101,8,16,0.03419029,10.5662725575607,8.20283271,16.4654635967642,0.346314053,80.784069695084,0,0,116.4040019,25.0562640660165,1798.483642,83.8,508.927083,61.3837891844636,93.62354187,99.0170132325142,8.45,53.9567002612915,13.9,55.7197409928607,2.345,93.9774983454666,12,90.1301973960521,0,0,51.0083484940783,6.2281092193721,72.7940261356565,61.77,71.2861415752742,6.22,79.2789325121889,10.86,36.864406779661,28.6,78.3345988357378,8.4,55.149546623359,30,54.0326633165829,5.4,49.8568453930245,28.7,88.2509505703422,63.800707285092,6.61820703930281,71.1800302571861,1031,14.54,5422,76.46,638,9,5307,74.84,269,3.79,601,8.48,0,0,699,9.86,215,3.03,1319590.01389408,5583.90207125424,6081612000
3320,,6081606000,5162,32.6207187409665,63.464447806354,7,13,0.03419029,10.5662725575607,8.692395317,29.6328562538892,0.307591772,77.2993154947106,0,0,197.6399994,34.5086271567892,2576.406146,93.2875,393.3901429,42.7500936680405,61.89446845,68.4183994959042,0.25,4.12467338559164,58,92.1965797775195,0.43,63.9046988749173,10,82.9693406131877,0,0,45.9182748956556,5.60661224404268,59.2283758556316,54.83,62.7243270189432,4.61,41.4677957403131,10.34,32.6021934197408,18.8,62.6803340926348,16.1,79.5912843415888,30.8,55.1130653266332,,,21.5,68.93536121673,56.0890583186979,5.81825839224529,59.7075138678769,907,17.57,3740,72.45,515,9.98,2227,43.14,1738,33.67,197,3.82,0,0,794,15.38,206,3.99,772468.249642372,4352.37870628235,6081606000
3321,,6081609000,2470,6.38866657024748,5.47150781643974,1,2,0.03190818,6.38456751711263,8.26766739,17.5357809583074,0.1303094,45.9116365899191,0,0,137.1940003,27.7569392348087,416.5329466,15.2625,301.1216148,24.2287998001748,51.64979757,53.7618147448015,12,68.9436356849571,70.6,94.388178648514,0.53,71.14493712773,0,0,0.5,22.0847651775487,33.0076043463437,4.03022193440972,24.1070317361543,17.88,6.23130608175474,3.36,13.908134462407,5.36,1.7073778664008,4.6,19.2862566438876,2.4,18.9064826092841,12.9,16.821608040201,2.9,15.8381051535659,16.3,45.5513307984791,15.2815147263022,1.58518976726853,3.90821986888553,303,12.27,1629,65.95,538,21.78,298,12.06,1554,62.91,103,4.17,25,1.01,350,14.17,140,5.67,1347654.00580215,6540.94762781396,6081609000
3322,,6081605400,6142,13.2732029599253,21.1926374180535,3,5,0.03419029,10.5662725575607,8.611500064,26.5712507778469,0.325761389,79.0043559427505,0,0,191.8383331,33.8834708677169,1851.292763,84.825,393.119018,42.7126264518546,55.10685081,58.9792060491493,7,50.3172825681224,69.25,94.0893242570148,0.875,82.9913964262078,9,77.2994540109198,2.5,59.1752577319588,52.3033628868548,6.38623021950225,76.3285625388923,21.58,11.0917248255234,4.09,28.7657172183731,6.75,6.54287138584247,3.4,13.1106049101493,3.8,30.0175937203952,5.5,2.12311557788945,2.9,15.8381051535659,19.8,61.9391634980989,20.036243857633,2.078409719617,7.89208270297529,689,11.22,4838,78.77,615,10.01,1098,17.88,3432,55.88,22,0.36,0,0,1288,20.97,302,4.92,2872398.47964001,7588.42676556054,6081605400
3323,,6081605200,3494,11.1215777264036,15.7211296016137,2,4,0.03419029,10.5662725575607,8.547660286,24.0572495332918,0.114192837,41.6552582451774,0,0,187.1693319,33.3583395848962,424.6526028,15.6875,392.4088361,42.5377794429874,58.40348429,63.5790800252048,0,0,8.6,42.1550722231446,0.1,16.6379880873594,9,77.2994540109198,1.25,38.991981672394,30.9590896820144,3.78009870079024,19.8630989421282,22.35,12.3629112662014,6,75.1218886322812,7.75,12.0638085742772,2.4,7.82080485952923,2,15.6448775206388,7.7,5.55276381909548,5.7,53.8912024986986,14.3,34.8035487959442,28.3627544948506,2.94213950658975,17.7004538577912,625,17.89,2306,66,563,16.11,166,4.75,2332,66.74,1,0.03,0,0,833,23.84,162,4.64,942958.28507328,4536.89760107952,6081605200
3324,,6081605100,3181,22.3237360826269,42.8013111447302,5,9,0.03419029,10.5662725575607,8.796773017,32.7691350342253,0.292792994,75.5444928438083,0,0,187.3246714,33.3833458364591,1645.314321,81.0125,393.119018,42.7126264518546,55.50539589,59.4580970384373,0,0,29.3,78.7149261165532,0.65,76.651224354732,9,77.2994540109198,7.5,84.7422680412371,49.1143973150916,5.9968581566121,68.1020535158681,22.35,12.3629112662014,5.45,63.3179368745189,7.75,12.0638085742772,5.9,25.4998734497596,6.7,47.0835025037217,19.2,32.4874371859296,6.4,61.5304528891202,16.4,46.020278833967,35.8862639387494,3.7225719701262,28.6560766515381,424,13.33,2354,74,403,12.67,404,12.7,1796,56.46,41,1.29,0,0,733,23.04,207,6.51,2345757.26060295,6997.8659125999,6081605100
3325,,6081604900,3012,12.1038888534371,18.2425617750883,2,4,0.03419029,10.5662725575607,8.394438651,20.1866832607343,0.084651916,31.4872433105165,0,0,180.8790029,32.6956739184796,1247.026934,70.5625,348.0439713,35.6687898089172,36.31552375,32.3251417769376,4.5,40.836132885405,18,65.3162875643367,0.54,71.6876240900066,9,77.2994540109198,0,0,36.46699195614,4.45261247442996,32.9807093963908,25.01,16.488035892323,4.52,39.1968180651783,6.7,6.33100697906281,5,21.3743356112377,14.6,76.3296792529436,14.6,20.9547738693467,2.2,7.7693909422176,13.8,32.2686945500634,26.2056642453416,2.71837913650608,14.9646999495714,350,11.62,1927,63.98,735,24.4,318,10.56,786,26.1,3,0.1,2,0.07,1814,60.23,89,2.95,1538226.06653214,6205.83743862826,6081604900
3326,,6081605300,4651,14.3740607666713,24.0040342914776,3,5,0.03419029,10.5662725575607,8.533498033,23.7087741132545,0.242251468,68.9981331673927,0,0,188.4126638,33.520880220055,784.5541203,43.0375,392.3310549,42.5252903709254,58.25712641,63.3144297416509,3.5,33.8745800671892,17.3,63.7057944545907,0.37,58.2660489741893,9,77.2994540109198,2.25,55.5097365406644,43.0496476174068,5.25635342316206,51.6614810205352,22.35,12.3629112662014,3.77,21.4395688991532,7.75,12.0638085742772,4.2,17.2487977727158,8,53.3631073216944,14.9,21.7211055276382,6.9,66.6059344091619,13,28.2382762991128,26.3621035896376,2.7346069812072,15.1033787191125,597,12.84,3299,70.93,755,16.23,613,13.18,2515,54.07,36,0.77,0,0,1185,25.48,302,6.49,1091726.22294521,5547.80199734913,6081605300
3327,,6081605000,8376,12.5604363611807,19.3141704488149,2,4,0.03419029,10.5662725575607,8.368620728,19.4523957685128,0.092813842,34.7355320472931,0,0,184.1449992,33.0832708177044,1259.265965,71.075,462.0988935,55.5888597477207,62.22500881,68.7460617517328,4.5,40.836132885405,23.15,72.5386020255687,0.74,79.6293845135672,9,77.2994540109198,1.25,38.991981672394,45.0569863980674,5.50144908956432,56.8263845675171,19.85,9.12263210368893,3.56,17.3595073133179,6.58,5.85742771684945,7.9,33.8901543912933,8.8,56.8547841385844,9.9,9.84924623115578,4.4,36.4393545028631,13.2,29.1634980988593,22.0096315919183,2.28311416804829,9.78315683308119,1118,13.35,5636,67.29,1622,19.36,577,6.89,3607,43.06,174,2.08,0,0,3440,41.07,578,6.9,4068580.89965343,12395.5382594135,6081605000
3328,,6081604600,2722,9.54562262944237,11.8129097327282,2,3,0.03419029,10.5662725575607,8.403182601,20.3111387678905,0.061248145,22.3895457373989,0,0,174.8013306,32.0455113778445,1734.012179,82.575,303.3836951,24.9156987635819,52.61163247,55.299306868305,0,0,0,0,0.1,16.6379880873594,0,0,0,0,21.7844053785391,2.65987156969744,4.61729931549471,34.28,32.1036889332004,6.58,84.6163715678727,8.58,17.7966101694915,9.6,40.4581118704126,8.9,57.4096630125863,9,8.06532663316583,0.9,1.14523685580427,10.2,14.6894803548796,34.5962269844456,3.58875320830929,26.7902168431669,276,10.14,1877,68.96,569,20.9,94,3.45,1053,38.68,9,0.33,4,0.15,1388,50.99,174,6.39,1411747.04499054,6173.91691842498,6081604600
3329,,6081608800,6328,2.25264516425218,0.353000504286435,1,1,0.03190818,6.38456751711263,8.266818162,17.5108898568762,0.038848556,14.0136901057872,0,0,219.6703338,36.1715428857214,850.6649299,47.9375,301.1355578,24.2412888722368,39.11690283,35.7908002520479,0,0,0,0,0.02,2.51489080079418,1,12.4527509449811,0,0,16.1686994072002,1.97419498604097,0.933416303671437,21.73,11.3659022931206,3.48,15.8711829612522,5.94,3.30259222333001,3.8,15.236648949633,2.9,22.8989037758831,4.1,0.829145728643216,1.5,3.21447162935971,10.7,16.9201520912548,10.9998784637612,1.1410449221987,1.34896621280888,829,13.1,4386,69.31,1113,17.59,552,8.72,3894,61.54,17,0.27,20,0.32,1573,24.86,272,4.3,2852072.13165569,8719.90413218125,6081608800
3330,,6081608700,6999,5.85326209523177,4.43772062531518,1,1,0.03190818,6.38456751711263,8.341632719,18.9794648413192,0.121025624,43.6838830118233,0,0,208.7583313,35.4463615903976,597.3781823,28.2125,301.1773867,24.2787560884226,50.75687939,52.5645872715816,16.25,76.9316909294513,69.45,94.1059272787647,0.28,46.8034414295169,1,12.4527509449811,0,0,32.8154307322357,4.00675757429846,23.5967641568139,22.7,12.7243270189432,2.31,3.40005132152938,6.34,4.69840478564307,5.6,24.1204758289041,6.8,47.6789822709433,8.2,6.48241206030151,3.1,18.3107756376887,8.8,9.53105196451204,14.0828336305876,1.46084757729736,3.07614725163893,793,11.33,4980,71.15,1226,17.52,861,12.3,4029,57.57,75,1.07,0,0,1731,24.73,303,4.33,2512638.22456264,7152.97151112542,6081608700
3331,,6081608600,4614,17.8331391249307,32.3373676248109,4,7,0.03190818,6.38456751711263,8.552782734,24.2439327940261,0.363933198,82.3148724331052,0,0,227.2723287,36.8842210552638,2401.782524,91.6125,301.1495007,24.2537779442987,62.91081634,69.8676748582231,18,79.6939156401642,78.75,95.1353146272622,0.58,73.6068828590337,1,12.4527509449811,2.2,54.8453608247423,49.012410543248,5.98440559202757,67.7909147479776,20.04,9.39680957128614,4.95,51.0136002052861,5.52,2.1061814556331,7.5,32.1564160971906,7,48.721071863581,13.6,18.7060301507538,4,30.8823529411765,17.7,52.6108998732573,28.7271089646301,2.97993490760186,18.1038830055472,679,14.72,3418,74.08,517,11.21,727,15.76,1781,38.6,57,1.24,0,0,1844,39.97,205,4.44,1655934.91063499,8284.14203418974,6081608600
3332,,6081612700,2219,7.97017498196863,8.44679778113969,1,2,0.03419029,10.5662725575607,8.045471495,13.9887990043559,0.138500102,48.2638456751711,0,0,121.2753347,25.7189297324331,486.1576171,19.9125,439.5925772,51.5673785437742,51.05010121,52.9804662885948,8.85,54.7592385218365,13.5,55.2548563838619,1.035,85.5857048312376,3,33.1583368332633,0.5,22.0847651775487,35.306042766674,4.31086080899474,29.8817672682016,28.03,21.8843469591226,4.95,51.0136002052861,7.29,9.17248255234297,0.5,0.620096178182739,0.6,2.81499526322912,8.7,7.37437185929648,3.3,21.1087975013014,8.8,9.53105196451204,17.8233362294441,1.84885927314995,5.87493696419566,281,12.66,1524,68.68,414,18.66,111,5,1872,84.36,3,0.14,0,0,126,5.68,107,4.82,1278299.51237011,6833.07749700944,6081612700
3333,,6079012102,5835,19.4729848302818,36.1069087241553,4,8,0.03809217,16.7766023646546,8.392172224,20.1120099564406,0.151339714,51.5619166148102,2721.101961,94.4137931034483,21.5826066,11.9154788697174,756.564613,41,441.4869878,52.8912201823404,55.8181142,59.7353497164461,0,0,0,0,0.31,51.7273328921244,8,72.1545569088618,0,0,37.2926568873872,4.55342599853396,35.2333540759179,52.89,60.0947158524427,4.2,31.3317936874519,8.53,17.4975074775673,10.4,43.4067324727917,,,28.4,51.2060301507538,3.9,29.4117647058824,19.4,60.5576679340938,41.2267772441838,4.27655678088355,37.0524457892083,1011,17.33,3725,63.84,1099,18.83,1889,32.37,3343,57.29,73,1.25,29,0.5,419,7.18,82,1.41,3109869.53868294,10473.5027259512,6079012102
3334,,6079012900,4880,10.270362704786,13.666162380232,2,3,0.04568609,42.5886745488488,6.4570931,4.84131922837586,0.033056171,11.7361543248289,14.31422435,62.8620689655172,28.9531277,13.9284821205301,210.0353129,4.475,610.8996033,69.0770575746222,36.67410242,32.7662255828607,0,0,21,69.583264154076,0.025,3.63997352746525,5,51.2179756404872,14.2,95.3722794959908,34.8438147166666,4.25442285590089,28.5998755444928,29.27,23.703888334995,5.01,52.540415704388,8.38,16.1640079760718,5.2,22.2222222222222,0,0,10.4,11.0301507537688,2.7,13.1832378969287,13.8,32.2686945500634,23.2718158782074,2.41404370290578,11.3086232980333,725,14.86,3303,67.68,852,17.46,667,13.67,4009,82.15,38,0.78,165,3.38,0,0,1,0.02,224488412.007396,84725.1077288038,6079012900
3335,,6079013000,2741,9.79798020876822,12.4432677760968,2,3,0.04010578,20.883634100809,6.628043631,5.47604231487243,0.007909233,3.18606098319851,8.29169724,58.7586206896552,15.9145572,10.4901225306327,297.2511685,8.1375,404.0651837,43.8116647933059,27.73720664,21.1468178954001,3,31.2430011198208,14.7,57.0977917981073,0.225,39.7749834546658,13,91.8731625367493,12.1,93.6540664375716,35.2337389654505,4.302032529227,29.7075295581829,19.63,8.77367896311067,4,26.6358737490377,4.88,0.810069790628116,7,30.0303720577069,9.3,58.952496954933,19.1,32.2738693467337,,,7.7,6.09632446134347,21.9557366030524,2.27752350597143,9.74533535047907,365,13.32,1610,58.74,766,27.95,621,22.66,2001,73,4,0.15,0,0,113,4.12,2,0.07,916888189.23325,264672.142890245,6079013000
3336,,6079011001,5006,7.8710182962259,8.2576903681291,1,2,0.03809217,16.7766023646546,7.561887519,9.98133167392657,0.040388593,14.5612943372744,0.021270616,16.1724137931034,25.7002808,12.9657414353588,,,671.8433745,74.0227301111527,39.22553492,35.9672337744171,0,0,3,22.1152249709447,0.07,9.55658504301787,0,0,0.5,22.0847651775487,20.7692333451377,2.53591926606209,3.65899191039203,39.38,40.5533399800598,3.8,22.0810880164229,8.46,16.8369890329013,7.9,33.8901543912933,3.9,30.694275274056,28.9,52.1105527638191,1.1,1.54867256637168,16.9,48.5171102661597,29.921312697734,3.10381264954402,19.856278366112,518,10.35,3400,67.92,1088,21.73,1096,21.89,3262,65.16,176,3.52,0,0,223,4.45,249,4.97,8701846.67755508,16610.7607473058,6079011001
3337,,6079010101,1669,7.62904220151746,7.95511850731215,1,2,0.04435661,37.5731176104543,6.616861413,5.43870566272558,0.018721546,6.83260734287492,3.674409341,51.8965517241379,37.87678537,16.2165541385346,450.9886142,17.425,553.0331587,64.8182840014987,47.64041453,48.3301827347196,0.25,4.12467338559164,0,0,0.095,11.475843812045,3,33.1583368332633,0.3,12.8751431844215,24.8198500822669,3.03049876509422,8.41319228375856,46.01,50.4735792622134,1.98,1.8860662047729,9.29,23.4670987038883,6.8,29.2963806631233,1.7,13.3035593449723,18.5,30.7788944723618,2.5,10.6585111920875,13.8,32.2686945500634,24.2683947174066,2.51742132001175,12.4432677760968,145,8.69,1217,72.92,307,18.39,320,19.17,1285,76.99,4,0.24,0,0,34,2.04,26,1.56,23951515.8112736,29676.8574401967,6079010101
3338,,6079011704,3729,8.43771882495964,9.48058497226425,1,2,0.03716809,14.9222153080274,7.878007914,12.2962041070317,0.125307498,44.6048537647791,0.418111692,36.3103448275862,18.31552357,11.1652913228307,1964.778423,86.5,424.711213,48.7573373298364,35.80104526,31.531190926276,0,0,20,68.4210526315789,0.05,7.34612839179351,6,58.6938261234775,0,0,32.8046869419873,4.00544575964316,23.5718730553827,22.49,12.4875373878365,3.74,20.8878624583013,9.5,25.4985044865404,1.9,5.50493545937737,0.5,1.81350656381107,14.3,20.3768844221106,4.7,40.6038521603332,14.7,36.6539923954373,20.3076344888866,2.10656174900028,8.18204740292486,181,4.85,2572,68.97,976,26.17,428,11.48,3059,82.03,31,0.83,26,0.7,32,0.86,153,4.1,3420882.92960548,20911.573567559,6079011704
3339,,6079011701,4432,6.96012863964474,6.70700958144226,1,2,0.03716809,14.9222153080274,7.935119847,12.7069072806472,0.094501499,35.3702551337897,0.167548661,29.7241379310345,19.18682617,11.4028507126782,1323.063635,73.05,516.6837121,62.0831772199326,27.68257213,21.0333963453056,0,0,0,0,0.3,50.1389808074123,4,43.7841243175137,0,0,27.9526186692797,3.4130091873087,13.889234598631,19.22,8.18793619142572,4.29,33.4359763920965,6.93,7.34047856430708,3.9,15.7808149835485,1.4,10.4479631885235,19.3,32.7889447236181,1,1.34044768349818,18.1,54.6261089987326,19.6591598157636,2.03929384823399,7.46343923348462,273,6.16,2388,53.88,1771,39.96,567,12.79,3512,79.24,198,4.47,0,0,111,2.5,44,0.99,22062039.6231995,25778.415249938,6079011701
