OBJECTID,OBJECTID,tract,ACS2019TotalPop,CIscore,CIscoreP,CIdecile,CIvigintile,ozone,ozoneP,pm,pmP,diesel,dieselP,pest,pestP,RSEIhaz,RSEIhazP,traffic,trafficP,drink,drinkP,lead,leadP,cleanups,cleanupsP,gwthreats,gwthreatsP,haz,hazP,iwb,iwbP,swis,swisP,Pollution,PollutionScore,PollutionP,asthma,asthmaP,lbw,lbwP,cvd,cvdP,edu,eduP,ling,lingP,pov,povP,unemp,unempP,housingB,housingBP,PopChar,PopCharScore,PopCharP,Children_under10,Children_under10.pct,Pop.10_64.years,Pop.10_64.years.pct,Elderly_65over,Elderly_65over.pct,Hispanic,Hispanic.pct,White,White.pct,African.American,African.American.pct,Native.American,Native.American.pct,Asian.American,Asian.American.pct,Other.Multiple,Other.Multiple.pct,Shape__Area,Shape__Length,Tract (Text)
2066,,6073019206,5909,18.4330930430557,33.7493696419566,4,7,0.04490202,39.9875544492844,8.786156258,32.4704418170504,0.077800082,28.9607965152458,0.418545603,36.3448275862069,27.15886687,13.3283320830208,734.5302997,39.1375,305.2920895,25.2653927813163,62.10436718,68.6200378071834,0.6,8.04404628592759,15,59.604848082351,0.3,50.1389808074123,4,43.7841243175137,0,0,34.447706886156,4.20605816847418,27.5917859365277,27.57,21.1241276171486,5.03,53.1562740569669,9.16,22.3953140578265,25,73.1586940015186,13,71.3899039112194,45.1,76.2437185929648,2.6,11.8688183237897,13.1,28.6945500633714,42.2481877779434,4.38251025181199,38.5526979324256,928,15.7,4425,74.89,556,9.41,4184,70.81,1244,21.05,157,2.66,0,0,324,5.48,0,0,1450455.16275024,5434.14144557791,6073019206
2067,,6073019207,9668,22.4364834393334,43.1290973272819,5,9,0.04585093,42.7629122588675,8.234494811,16.9508400746733,0.033825046,12.0846297448662,1198.837789,90.0689655172414,20.15280027,11.5903975993999,526.321175,23.0625,334.4902348,32.4091420007493,44.64195544,43.7933207309389,6,46.080627099664,32.5,81.6868670097958,0.225,39.7749834546658,8,72.1545569088618,2,52.8980526918671,42.2332314715517,5.15666917391735,49.1972619788426,34.46,32.3903290129611,4.73,44.7652040030793,11.55,42.5972083748754,24.8,72.9435585927613,1.4,10.4479631885235,39.4,68.2663316582915,3.9,29.4117647058824,15,38.7832699619772,41.9440790425629,4.35096429160476,38.0484114977307,1238,12.81,6937,71.75,1493,15.44,4445,45.98,4427,45.79,430,4.45,21,0.22,268,2.77,77,0.8,24228607.871582,23795.8742975937,6073019207
2068,,6073019208,3369,14.2097380185129,23.5375693393848,3,5,0.04585093,42.7629122588675,8.048952943,14.051026757934,0.056245104,20.4853764779091,44.01746818,71.4827586206897,21.5491667,11.902975743936,1150.825305,66.4375,321.8673554,30.4608467590858,21.83134821,14.3793320730939,0,0,23,72.4887929603188,0.61,75.2481800132363,4,43.7841243175137,2,52.8980526918671,38.9581707231554,4.75678490706133,40.1493466085874,28.78,23.0932203389831,4.44,37.0156530664614,10.46,33.6739780658026,9.1,38.4712730954189,1.8,14.2779807822439,16.8,26.3819095477387,4.1,32.274856845393,11.4,20.2661596958175,28.797693241869,2.98725679132956,18.2299546142209,464,13.77,2179,64.68,726,21.55,759,22.53,2368,70.29,1,0.03,39,1.16,98,2.91,104,3.09,30089467.9331665,31162.2934538783,6073019208
2069,,6073019301,6726,9.4102946964092,11.4473020675744,2,3,0.04435661,37.5731176104543,8.876618603,34.6235220908525,0.061545178,22.5388923459863,0.217005364,31.9310344827586,24.09403293,12.5406351587897,696.2474082,35.8125,451.398964,54.3274634694642,18.59928776,10.9640831758034,1.75,22.6203807390817,5.25,31.5125352814212,0.275,46.3534083388484,6,58.6938261234775,1,35.7159221076747,33.0190088672093,4.03161442414215,24.1443683883012,24.56,15.5782652043868,3.25,12.1375416987426,9.68,26.8943170488534,8,34.3837003290306,4.5,34.6460955474354,15.8,23.9070351758794,2.8,14.3935450286309,12.7,26.6666666666667,22.5013916000948,2.33412566441334,10.3756933938477,774,11.51,5097,75.78,855,12.71,1844,27.42,3752,55.78,182,2.71,0,0,546,8.12,402,5.98,3527048.55815887,9706.39055710276,6073019301
2070,,6073009102,3660,18.221370618426,33.3081190115986,4,7,0.0438112,35.1586807716241,9.553369508,44.9657747355321,0.181634995,58.5189794648413,0,0,187.377299,33.3958489622406,885.002139,50.375,312.860703,28.9871362557762,52.50613029,55.1228733459357,7,50.3172825681224,2,14.3118047484642,0.1,16.6379880873594,14,93.3641327173457,6,79.9541809851088,42.5160504017559,5.19120130911914,50.0560049782203,23.2,13.3848454636092,4.56,40.1077752117013,5.49,2.04386839481555,4.8,20.2860035434067,7,48.721071863581,40.1,69.3467336683417,2.9,15.8381051535659,30.7,91.6223067173638,33.8375036063136,3.51004893345542,25.4664649520928,244,6.67,2889,78.93,527,14.4,905,24.73,2056,56.17,192,5.25,10,0.27,390,10.66,107,2.92,982520.487518311,5487.83312554978,6073009102
2071,,6073008800,7217,32.3399474843593,63.0610186585981,7,13,0.0438112,35.1586807716241,9.611737039,45.7373988799004,0.582689975,92.482887367766,0,0,213.8804677,35.7339334833708,1488.653786,77.9,312.860703,28.9871362557762,64.63522962,72.3755513547574,0.1,2.07166853303471,14,56.1348165366097,0.41,62.4751819986764,8,72.1545569088618,0.45,14.7079037800687,46.200907526583,5.64112163213978,60.0124455507156,41.06,43.2328015952144,4.31,33.9491916859122,7.3,9.18494516450648,26.7,75.8542141230068,25.8,93.0707808905129,50.9,82.9396984924623,9.1,82.3269130661114,23.1,74.5247148288973,55.2661218810379,5.73289313602199,58.1694402420575,979,13.57,5461,75.67,777,10.77,2555,35.4,1067,14.78,463,6.42,0,0,2969,41.14,163,2.26,1458212.21298218,6052.86044479655,6073008800
2072,,6073009103,4157,12.3391924081527,18.8603126575895,2,4,0.0438112,35.1586807716241,9.584765321,45.2769135034225,0.158463453,53.3291848164281,0,0,201.9562988,34.8462115528882,697.6736941,35.9375,312.860703,28.9871362557762,45.4441397,44.952741020794,0,0,12.2,52.1666943383696,0.05,7.34612839179351,16,96.2620747585048,0.1,2.52004581901489,33.7603602139233,4.12213327632179,26.110765401369,35.65,34.5962113659023,4.49,38.4911470361817,7.79,12.2258225324028,4.5,18.8053657301949,3,23.765056164569,13,17.1859296482412,4.7,40.6038521603332,16.4,46.020278833967,28.8569117428117,2.99339967463718,18.3055975794251,404,9.72,2900,69.76,853,20.52,674,16.21,3133,75.37,23,0.55,91,2.19,112,2.69,124,2.98,1797492.2197113,7153.61324727835,6073009103
2073,,6073009201,5745,34.7795840705278,67.2087745839637,7,14,0.04435661,37.5731176104543,9.229039787,40.9209707529558,0.811967374,96.8263845675171,0,0,198.5282694,34.5461365341335,1880.536201,85.25,312.860703,28.9871362557762,68.6300634,77.3534971644612,12.5,70.1754385964912,10.5,48.4808235098788,0.375,58.8087359364659,0,0,3,63.6655211912944,49.5301381893835,6.04762003478481,69.2097075295582,52.32,59.222333000997,5.43,62.8817038747755,10.28,32.1161515453639,5.6,24.1204758289041,5.4,39.8294762484775,34,60.213567839196,8.9,81.0124934929724,31.1,92.1926489226869,55.4402309700798,5.75095390756727,58.5350479072113,1067,18.57,4258,74.12,420,7.31,1194,20.78,2089,36.36,986,17.16,14,0.24,1268,22.07,194,3.38,1724233.91329956,6519.58561593249,6073009201
2074,,6073009000,4979,21.7946009972024,41.7675239536056,5,9,0.0438112,35.1586807716241,9.699978926,46.2850031113877,0.068936409,25.42626011201,0,0,217.604538,36.0215053763441,588.3432243,27.4,312.860703,28.9871362557762,53.58627942,56.6351606805293,0,0,10,47.4348331396314,0.225,39.7749834546658,16,96.2620747585048,3,63.6655211912944,37.801973028579,4.61561339820835,36.7019290603609,38.35,38.5593220338983,5.17,56.8770849371311,6.96,7.46510468594217,20.3,65.3252341179448,8.7,56.3134388956557,44,74.6984924623116,3.5,23.750650702759,20.2,63.6121673003802,45.5202502907337,4.72192948518228,43.6207766011094,439,8.82,4124,82.83,416,8.36,2743,55.09,1391,27.94,126,2.53,20,0.4,487,9.78,212,4.26,1231723.94291687,4848.92175957088,6073009000
2075,,6073007907,3576,13.0445298604286,20.6505295007564,3,5,0.0438112,35.1586807716241,9.862956151,47.8158058494088,0.171288817,56.6148102053516,0,0,190.4238485,33.7209302325581,964.1732557,55.8375,312.860703,28.9871362557762,33.72417827,28.9729048519219,0,0,5,30.8816204549228,0.23,40.132362673726,3,33.1583368332633,0,0,30.8704686780142,3.76927809380456,19.7261978842564,17.92,6.41824526420738,6.06,76.4434180138568,7.9,12.9860418743769,8,34.3837003290306,2.3,18.1079983759643,31.6,56.3819095477387,2.1,7.14471629359709,18.8,57.8580481622307,33.362254796263,3.46075018499418,24.899142713061,117,3.27,3301,92.31,158,4.42,668,18.68,2495,69.77,23,0.64,0,0,106,2.97,284,7.94,469774.216537476,2751.55260592276,6073007907
2076,,6073007702,4016,5.79394206221175,4.28643469490671,1,1,0.0438112,35.1586807716241,9.862956151,47.8158058494088,0.057956465,21.1325451151213,0,0,199.6980438,34.6836709177294,642.5146784,31.575,312.860703,28.9871362557762,30.70141967,24.8015122873346,0,0,0,0,0.085,11.078755790867,5,51.2179756404872,0,0,22.8326446951732,2.78786138204738,5.88674548848787,17.92,6.41824526420738,1.6,0.898126764177573,7.9,12.9860418743769,3,10.807390534042,4,31.3032886723508,19.8,33.7688442211055,2.3,8.69338885996877,25.7,81.9391634980988,20.0349432290169,2.0782748021556,7.87947554210792,426,10.61,3216,80.08,374,9.31,330,8.22,3421,85.18,27,0.67,0,0,163,4.06,75,1.87,639014.639404297,4387.69478261015,6073007702
2077,,6073007701,3673,7.81713063188565,8.19465456379223,1,2,0.0438112,35.1586807716241,9.862956151,47.8158058494088,0.054172715,19.6764156813939,0,0,203.2010345,34.9712428107027,883.3687948,50.2625,312.860703,28.9871362557762,26.89524291,20.2520478890989,0,0,5,30.8816204549228,0.085,11.078755790867,4,43.7841243175137,0,0,25.4766191423873,3.11069013688131,9.40883634100809,17.92,6.41824526420738,6.25,79.7279958942777,7.9,12.9860418743769,0,0,0.5,1.81350656381107,19.5,33.2035175879397,0.7,0.637688703800104,15.5,41.3814955640051,24.2256680140992,2.5129891721465,12.4054462934947,172,4.68,3044,82.88,457,12.44,250,6.81,2861,77.89,86,2.34,38,1.03,213,5.8,225,6.13,573549.850662231,4557.84399361606,6073007701
2078,,6073003305,6601,43.2077160363478,79.8159354513364,8,16,0.04259906,29.8942128189172,10.41411439,51.8606098319851,0.684896645,95.0466708151836,0,0,415.7165934,47.8744686171543,2186.127847,89.6625,334.0470339,32.3217184963157,63.2266619,70.3843730308759,2,25.625233296006,18.5,66.0634235430848,0.195,32.0317670416942,12,90.1301973960521,0,0,49.0104208859918,5.98416265527179,67.7660236465464,58.08,66.9117647058823,6.65,85.7711059789582,8.96,20.6380857427717,30.7,80.9162237408251,14,74.4485045337664,61.2,92.4497487437186,7.2,69.1306611140031,29.8,90.2408111533587,69.6054209998359,7.22034452026193,79.5763993948563,1256,19.03,4792,72.6,553,8.38,3828,57.99,376,5.7,1836,27.81,0,0,534,8.09,27,0.41,1287067.85473633,5011.52479559697,6073003305
2079,,6073002712,5658,49.255377827697,87.1280887544125,9,18,0.04377076,32.2588674548849,10.09586175,49.9191039203485,0.403823807,85.1275668948351,0,0,304.2928314,41.9854963740935,1481.40012,77.7,435.1262446,50.7430997876858,57.23102961,61.7643352236925,3.6,34.2478536767451,14.5,56.9483646023576,0.77,80.6882859033752,12,90.1301973960521,13.4,94.7308132875143,57.0745734623646,6.96879408306957,86.3596764156814,43.32,46.5852442671984,7.99,96.3946625609443,7.76,12.1510468594217,23.4,70.5770690964313,17.4,82.0814724590608,56.4,88.5301507537689,13.3,94.8334200937012,28,86.7934093789607,68.1367111261197,7.06799156935361,77.5466464952093,771,13.63,4000,70.7,887,15.68,2040,36.06,861,15.22,1684,29.76,0,0,748,13.22,325,5.74,2203316.02159119,8469.58629349231,6073002712
2080,,6073009802,6715,19.1101496068182,35.4009077155825,4,8,0.04753555,50.9894212818917,9.689501985,46.1729931549471,0.181924353,58.5563161169882,0,0,137.961469,27.8319579894974,631.6099415,30.75,312.860703,28.9871362557762,53.53901034,56.5469439193447,4,37.5513251213139,16,61.5474016270961,0.3,50.1389808074123,0,0,0,0,34.9354112302586,4.26560677201672,28.823895457374,35.32,34.0977068793619,6.05,76.122658455222,10.39,33.0009970089731,5.9,25.4998734497596,4,31.3032886723508,26.3,47.1105527638191,5.8,55.0234252993233,14.2,34.2458808618504,43.1885291619698,4.48005421694866,39.9268784669692,831,12.38,4955,73.79,929,13.83,1636,24.36,4066,60.55,435,6.48,0,0,466,6.94,112,1.67,1985075.89836121,5909.26743400703,6073009802
2081,,6073002804,5750,24.0731102392072,46.8734241048916,5,10,0.04435661,37.5731176104543,9.895229216,48.1020535158681,0.090968898,34.051026757934,0,0,229.7455343,37.059264816204,764.7770854,41.575,312.860703,28.9871362557762,62.85622456,69.7542533081285,0,0,35,83.214345010792,0.285,47.4123097286565,2,23.8765224695506,0,0,35.0586995026304,4.28066024558464,29.2221530802738,63.93,73.1181455633101,3.83,22.6456248396202,12.69,52.006480558325,7.9,33.8901543912933,5.1,38.1377723643254,47.8,79.4597989949749,6.8,65.6298802706923,24.5,78.7325728770596,54.2133930500438,5.62369093974179,56.4170448814927,528,9.18,4798,83.44,424,7.37,929,16.16,3859,67.11,414,7.2,0,0,266,4.63,282,4.9,1466728.22328186,4797.67324082292,6073002804
2082,,6073000500,3151,18.087993057563,32.9677256681795,4,7,0.04320513,32.1468574984443,9.786053582,46.9072806471686,0.372594217,82.9620410703174,0,0,251.0621643,38.4721180295074,1183.170585,68.05,312.860703,28.9871362557762,47.29344482,47.6874606175173,0,0,20,68.4210526315789,0.415,62.5943084050298,8,72.1545569088618,0.5,22.0847651775487,43.7847200514289,5.34610562134919,53.4411947728687,35.97,35.0074775672981,6.43,82.6148319219913,6.87,7.12861415752742,2.6,8.98506707162744,1.2,8.48558668290702,17.5,28.4170854271357,4.2,33.5762623633524,15,38.7832699619772,32.6165477585028,3.38339612770279,23.8653555219365,230,7.3,2470,78.39,451,14.31,558,17.71,2302,73.06,35,1.11,28,0.89,177,5.62,51,1.62,1189623.58570862,5223.73638475642,6073000500
2083,,6073007200,6054,3.94079476090612,1.41200201714574,1,1,0.04320513,32.1468574984443,10.07066601,49.7573117610454,0.087527604,32.7069072806472,0.000165977,2.31034482758621,317.9284261,42.8232058014504,340.1853711,10.3375,312.860703,28.9871362557762,44.673583,43.9067422810334,6.2,46.4352370287421,9.25,44.1806408766396,0.1,16.6379880873594,5,51.2179756404872,0,0,30.8127899177138,3.76223552862857,19.6141879278158,20.51,9.85792622133599,1.29,0.449063382088786,5.42,1.88185443668993,3.5,13.6674259681093,2.5,19.8673704154825,12.3,15.3266331658291,3.8,28.2014575741801,6.6,3.59949302915082,10.097712021961,1.04746093935874,1.0590015128593,514,8.49,4463,73.72,1077,17.79,870,14.37,4580,75.65,77,1.27,14,0.23,280,4.62,233,3.85,2850364.17776489,7865.33983861057,6073007200
2084,,6073013702,5528,27.6994650503123,54.3242561775088,6,11,0.04632538,46.994399502178,10.15682199,50.1804604853765,0.1059993,39.2657125077785,0,0,200.8335368,34.7711927981996,501.7346912,21,408.312592,45.859872611465,57.38697083,62.0415879017013,0,0,0,0,0.25,43.2958305757776,0,0,12,93.631156930126,34.1379013176185,4.16823097009223,26.9695084007467,61.24,70.5009970089731,6.88,88.7220939183988,12.29,48.629112662014,13.3,51.4679827891673,,,34.6,61.0804020100502,6.1,58.3550234252993,20.4,64.4613434727503,64.0626278937227,6.64537671953899,71.5456379223399,842,15.23,4039,73.06,647,11.7,2165,39.16,1999,36.16,704,12.74,0,0,359,6.5,301,5.45,2456687.12738037,8229.36319050599,6073013702
2085,,6073010200,7155,29.8160766568538,58.320726172466,6,12,0.04192559,26.6957062850031,11.67890635,65.5631611698818,0.035779551,12.8313627878034,0.042448918,19.9655172413793,641.8610535,56.5016254063516,378.8638145,12.7,303.036103,24.7158736105907,61.03110946,67.2337744171393,20,81.9148936170213,11,49.8256682716254,0.15,26.6710787557909,34,99.895002099958,0,0,41.0710279261388,5.01476435187016,45.948973242066,67.68,76.9067796610169,5.67,68.4115986656402,16.51,73.9656031904287,5.7,24.6013667425968,2.9,22.8989037758831,39.2,67.8517587939699,4.2,33.5762623633524,19,58.7705956907478,57.3172189895026,5.94565857231845,61.4094805849723,1038,14.51,5185,72.47,932,13.03,2559,35.77,2803,39.18,445,6.22,86,1.2,701,9.8,561,7.84,7750032.07421875,16633.425572505,6073010200
2086,,6073002302,7300,30.6254105957315,59.9092284417549,6,12,0.0438112,35.1586807716241,9.940945341,48.4754200373367,0.14965098,51.1138767890479,0,0,264.6284332,39.2723180795199,466.8344044,18.35,312.860703,28.9871362557762,64.47422233,72.1613106490233,0,0,3.5,23.4434667109414,0.2,35.6187954996691,12,90.1301973960521,0,0,34.4060591889715,4.20097299292041,27.5295581829496,52.25,59.1600199401795,5.35,61.008468052348,10.12,30.8574277168495,42.1,91.4705137939762,23.6,90.9189335498714,67.4,96.2311557788945,8.2,76.6918271733472,34.5,95.7541191381495,70.2776408949867,7.2900755723358,80.4210791729702,1290,17.67,5450,74.66,560,7.67,5190,71.1,680,9.32,372,5.1,0,0,996,13.64,62,0.85,528408.207168579,2955.3333146956,6073002302
2087,,6073002703,7083,33.3062318855935,64.5738779626828,7,13,0.04435661,37.5731176104543,10.04753031,49.5457373988799,0.112439187,41.045426260112,0,0,265.9999695,39.3973493373343,836.8832454,46.825,312.860703,28.9871362557762,67.33937728,75.6269691241336,7.5,51.6237402015677,16.25,61.7134318445957,0.455,66.0886829913964,12,90.1301973960521,8.25,87.1019473081329,50.3605946483405,6.14901860347044,71.3130056004978,46.82,51.7572283150548,6.06,76.4434180138568,9.18,22.5947158524427,21.8,67.7803087825867,9.4,59.3720395182027,41.4,71.2185929648241,3.3,21.1087975013014,17.4,51.3561470215463,52.2161489424052,5.41651180999775,53.7317196167423,528,7.45,5753,81.22,802,11.32,2915,41.15,1831,25.85,582,8.22,18,0.25,1527,21.56,210,2.96,1984484.56394958,7899.50017908446,6073002703
2088,,6073002002,2610,10.20922933598,13.5022692889561,2,3,0.04435661,37.5731176104543,9.783302987,46.8699439950218,0.09579415,35.8307405102676,0,0,244.9509277,38.1595398849712,1056.365829,61.55,312.860703,28.9871362557762,61.70108719,68.1789540012602,0,0,2.5,16.7524489457081,0.12,20.3176704169424,2,23.8765224695506,0,0,30.4922288102927,3.7230950810853,18.9421281891724,36.77,36.1665004985045,3.79,21.824480369515,7.23,8.83599202392822,4.3,17.7929638066312,0,0,22.7,39.9748743718593,6.2,59.3831337844872,14.5,35.8174904942966,26.4346750610521,2.74213500156004,15.2546646495209,311,11.92,1996,76.48,303,11.61,458,17.55,1857,71.15,82,3.14,17,0.65,144,5.52,52,1.99,1285629.93994141,5703.68741550954,6073002002
2089,,6073002001,3306,6.31438414362246,5.35804336863338,1,2,0.04435661,37.5731176104543,9.741801349,46.5836963285625,0.384624142,83.8207840696951,0,0,242.7574972,38.0595148787197,1792.850612,83.7125,312.860703,28.9871362557762,52.47722672,55.0346565847511,0.9,11.832773422919,7,37.605844263656,0.185,31.3831899404368,9,77.2994540109198,0,0,41.6890345865253,5.0902228423491,47.678904791537,25.88,18.0583250249252,3.43,15.0243777264562,4.97,0.997008973080758,2.9,10.3138445963047,0,0,5.7,2.33668341708543,5.4,49.8568453930245,2.9,0.278833967046895,11.9585726914232,1.24049267373694,1.73978819969743,339,10.25,2121,64.16,846,25.59,222,6.72,2680,81.06,83,2.51,0,0,147,4.44,174,5.26,2441421.23060608,7494.95836878939,6073002001
2090,,6073008357,4939,18.3183613557606,33.5476550680787,4,7,0.04676708,48.4505289359054,9.443940521,43.8581207218419,0.108125879,39.8382078406969,0,0,88.3042679,22.3430857714429,1201.147935,68.7375,312.860703,28.9871362557762,33.65003926,28.7964713295526,4,37.5513251213139,0,0,0.475,67.5579086697551,0,0,0,0,30.4248698240059,3.71487056223915,18.8052271313006,35.03,33.5742771684945,6.53,83.9876828329484,10.17,31.2437686939182,13.2,51.2275373323209,17.4,82.0814724590608,29.6,53.2663316582915,2.9,15.8381051535659,12.3,24.9429657794677,47.5365960208309,4.93109007402916,46.5456379223399,603,12.21,3758,76.09,578,11.7,743,15.04,1111,22.49,169,3.42,13,0.26,2704,54.74,199,4.03,913685.692947388,5167.7068150059,6073008357
2091,,6073008358,7467,20.8641633182494,39.7251638930913,4,8,0.04676708,48.4505289359054,9.425406157,43.6092097075296,0.156580237,52.8313627878034,0,0,92.0605316,22.7556889222306,974.7252739,56.35,312.860703,28.9871362557762,30.75131392,24.8393194706994,7,50.3172825681224,0,0,0.615,75.3540701522171,2,23.8765224695506,1,35.7159221076747,35.5028569931664,4.33489178695638,30.3671437461108,35.03,33.5742771684945,6.13,77.8034385424686,10.17,31.2437686939182,12.4,49.4178688939509,8.5,55.5961564487752,17,27.0477386934673,5.8,55.0234252993233,15.1,39.2015209125475,46.39891842562,4.81307592983736,44.9067070095814,519,6.95,5815,77.88,1133,15.17,1452,19.45,1981,26.53,350,4.69,0,0,3360,45,324,4.34,1880599.20082092,6173.50518278601,6073008358
2092,,6073008359,4540,28.6546631632986,56.2279374684821,6,12,0.04676708,48.4505289359054,9.329750866,42.3273179838208,0.445689621,87.2433105164904,0,0,100.1549327,23.5183795948987,2295.769878,90.625,312.860703,28.9871362557762,38.77109349,35.299306868305,12.1,69.0742814483016,0,0,0.435,64.6326935804103,2,23.8765224695506,2.5,59.1752577319588,44.1548320282811,5.39129622020775,54.4866210329807,35.03,33.5742771684945,6.3,80.3438542468566,10.17,31.2437686939182,14,53.1257909390028,7.3,50.0067668155366,36.3,63.643216080402,3.5,23.750650702759,24.9,79.9112801013942,51.237420482121,5.31498585737038,52.3449319213313,609,13.41,3599,79.27,332,7.31,1462,32.2,1189,26.19,169,3.72,8,0.18,1378,30.35,334,7.36,1124987.53645325,4605.01613820571,6073008359
2093,,6073008360,6801,22.9824562856148,44.452849218356,5,9,0.04676708,48.4505289359054,9.330946957,42.3771001866833,0.164212473,54.8475420037337,0,0,113.5725377,24.8437109277319,1432.996135,76.35,312.860703,28.9871362557762,34.14291551,29.4391934467549,15.5,75.5692422545726,0,0,0.745,79.801455989411,2,23.8765224695506,2.5,59.1752577319588,41.3360995427483,5.04712954360718,46.7952706907281,35.03,33.5742771684945,7,89.8511675647934,10.17,31.2437686939182,11.6,47.0893444697545,13.5,72.7568006496143,17.6,28.6306532663317,3.8,28.2014575741801,7.1,4.51204055766793,43.8972318896225,4.55356972454273,40.9858799798285,859,12.63,5342,78.55,600,8.82,1461,21.48,1365,20.07,231,3.4,3,0.04,3222,47.38,519,7.63,2798956.31016541,7752.15891399455,6073008360
2094,,6073009101,6153,15.8160232028503,27.3827534039334,3,6,0.0438112,35.1586807716241,9.691093888,46.1854387056627,0.269391654,72.9558182949596,0,0,188.9641012,33.5583895973994,1413.283731,75.7875,312.860703,28.9871362557762,43.66768771,42.5078764965343,7,50.3172825681224,23,72.4887929603188,0.35,56.3997352746525,18,97.5220495590088,6,79.9541809851088,51.7072060999771,6.31343959423872,74.7853142501556,31.13,27.0563310069791,4.48,38.1832178598922,7.7,11.5029910269192,4.3,17.7929638066312,3.6,28.7995669238057,13.6,18.7060301507538,4,30.8823529411765,10.8,17.4144486692015,24.1499595647886,2.50513574522565,12.279374684821,482,7.83,4420,71.83,1251,20.33,720,11.7,4847,78.77,114,1.85,0,0,182,2.96,290,4.71,2793812.81561279,7729.84561989897,6073009101
2095,,6073018400,3399,26.0497884093146,51.0337871911246,6,11,0.04259906,29.8942128189172,10.08093476,49.8444306160548,0.520775911,90.6782825140012,0,0,35.00240073,15.5663915978995,1309.810555,72.525,451.398964,54.3274634694642,48.75925219,49.8172652804033,5,42.6091825307951,21.5,70.2971940893243,0.05,7.34612839179351,10,82.9693406131877,1,35.7159221076747,46.1502717069134,5.63493900861587,59.9377722464219,33.49,31.1440677966102,3.43,15.0243777264562,12.35,49.339481555334,13.7,52.3158694001519,6.2,44.3632426580051,39.6,68.6306532663316,7.4,70.9005726184279,17.2,50.2661596958175,44.5656376102735,4.62290512275008,41.9692385274836,379,11.15,2350,69.14,670,19.71,1405,41.34,1606,47.25,83,2.44,0,0,142,4.18,163,4.8,1315965.75040436,5167.3578314992,6073018400
2096,,6073018504,6595,18.1940989424847,33.2072617246596,4,7,0.04320513,32.1468574984443,9.467176501,44.1443683883012,0.181323926,58.4691972619788,0.786362308,41.1724137931034,28.26243337,13.7159289822456,1277.995936,71.6125,451.398964,54.3274634694642,45.18801342,44.5998739760554,1,17.077267637178,37.5,84.6588079030384,0.185,31.3831899404368,8,72.1545569088618,4.75,73.0126002290951,48.5681451220401,5.93016087234223,66.6583696328562,33.49,31.1440677966102,2.65,5.68385937900949,12.35,49.339481555334,3.5,13.6674259681093,0,0,28.5,51.4070351758794,5.5,51.2623633524206,14.5,35.8174904942966,29.5766662875629,3.06806161487801,19.4150277357539,817,12.39,4779,72.46,999,15.15,1253,19,4683,71.01,81,1.23,0,0,267,4.05,311,4.72,6370769.19854736,10468.6863287367,6073018504
2097,,6073018507,10139,16.8996275978205,30.2193645990923,4,7,0.04435661,37.5731176104543,9.200312356,40.6347230864966,0.096759972,36.2165525824518,0.015467284,14.7586206896552,26.11470033,13.0282570642661,1042.957356,60.6625,451.398964,54.3274634694642,33.82723687,29.0863264020164,1,17.077267637178,10,47.4348331396314,0.625,75.8305757776307,7,66.7366652666947,0,0,37.6625861968094,4.59859429373559,36.2787803360299,23.55,13.8833499501496,3.97,25.9045419553503,9.3,23.5917248255234,18.2,61.6552771450266,4.1,32.0341047503045,21.3,36.7964824120603,6.2,59.3831337844872,19,58.7705956907478,35.4272288334332,3.67495510983473,27.9248613212305,1335,13.17,7690,75.85,1114,10.99,4430,43.69,3725,36.74,686,6.77,0,0,951,9.38,347,3.42,4681419.76628113,10020.0763668231,6073018507
2098,,6073018509,5454,32.6342858071162,63.4896621280888,7,13,0.04259906,29.8942128189172,9.678712413,46.0983198506534,0.222792376,65.9738643434972,0,0,33.7261677,15.1787946986747,1035.409167,60.3,451.398964,54.3274634694642,54.22782226,57.5173282923755,0.1,2.07166853303471,25,74.8298190270629,0.37,58.2660489741893,8,72.1545569088618,4.5,72.3940435280641,46.0885744208794,5.62740578224601,59.7884256378345,28.19,22.1959122632104,4.8,46.7667436489607,10.08,30.5333998005982,27.6,77.0564414072387,9.8,61.0908106645013,46,77.4120603015075,10.8,89.1853201457574,28.8,88.4790874524715,55.9050479492759,5.79917053610647,59.3545133635905,790,14.48,4169,76.44,495,9.08,3562,65.31,998,18.3,452,8.29,0,0,280,5.13,162,2.97,2052210.70640564,5811.86094108289,6073018509
2099,,6073018510,2816,14.9039487922145,25.3025718608169,3,6,0.04320513,32.1468574984443,9.452233729,43.9327940261357,0.27143368,73.3167392657125,0,0,30.2838669,14.3910977744436,906.1308069,51.975,451.398964,54.3274634694642,46.28046318,46.2381852551985,0,0,1.5,10.6425369417234,1.3,88.9080079417604,8,72.1545569088618,4.25,71.1340206185567,42.5499529348434,5.19534080167509,50.2800248911014,19.44,8.58673978065803,3.69,19.9255837823967,6.77,6.60518444666002,21.2,66.8185269552012,4.5,34.6460955474354,31.9,56.8467336683417,5.7,53.8912024986986,7.6,5.81749049429658,27.6549229180165,2.8687143656503,16.780131114473,334,11.86,2110,74.93,372,13.21,1285,45.63,1215,43.15,126,4.47,6,0.21,130,4.62,54,1.92,1994851.4079895,8545.95153175137,6073018510
